"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"ANGPTL4",0,1.41520688522516,0.824,0.166,0,"Epithelial 1","ANGPTL4"
"CRYAB",0,1.33641916774085,0.9,0.222,0,"Epithelial 1","CRYAB"
"NNMT",0,1.33011029602356,0.878,0.185,0,"Epithelial 1","NNMT"
"CD24",0,1.30401728671689,0.952,0.168,0,"Epithelial 1","CD24"
"SERPINA1",0,1.2779886243723,0.887,0.169,0,"Epithelial 1","SERPINA1"
"RNASET2",0,1.22086715567006,0.876,0.152,0,"Epithelial 1","RNASET2"
"NDUFA4L2",0,1.13039434806833,0.897,0.351,0,"Epithelial 1","NDUFA4L2"
"TMEM176A",0,1.08508425988266,0.915,0.228,0,"Epithelial 1","TMEM176A"
"BIRC3",0,1.07363741293394,0.666,0.136,0,"Epithelial 1","BIRC3"
"CA9",0,1.03990771834449,0.873,0.127,0,"Epithelial 1","CA9"
"KRT8",0,1.03514147565437,0.821,0.194,0,"Epithelial 1","KRT8"
"KRT18",0,1.01170250094544,0.824,0.208,0,"Epithelial 1","KRT18"
"ENO1",0,0.963527083675926,0.897,0.236,0,"Epithelial 1","ENO1"
"S100A10",0,0.962046783282746,0.944,0.284,0,"Epithelial 1","S100A10"
"KLF6",0,0.951509827253293,0.793,0.267,0,"Epithelial 1","KLF6"
"RRAD",0,0.950064277465103,0.569,0.188,0,"Epithelial 1","RRAD"
"TMEM176B",0,0.947229324248453,0.895,0.235,0,"Epithelial 1","TMEM176B"
"LDHA",0,0.938613276821411,0.925,0.212,0,"Epithelial 1","LDHA"
"TGFBI",0,0.930370796103492,0.804,0.198,0,"Epithelial 1","TGFBI"
"RARRES2",0,0.928205093669687,0.862,0.212,0,"Epithelial 1","RARRES2"
"LINC01320",0,0.925569632763342,0.783,0.166,0,"Epithelial 1","LINC01320"
"PLIN2",0,0.916603678547783,0.77,0.249,0,"Epithelial 1","PLIN2"
"HILPDA",0,0.91012122675028,0.676,0.184,0,"Epithelial 1","HILPDA"
"ANXA4",0,0.906721364082717,0.829,0.225,0,"Epithelial 1","ANXA4"
"EGLN3",0,0.86910817620928,0.8,0.18,0,"Epithelial 1","EGLN3"
"C19orf33",0,0.860300960118134,0.852,0.173,0,"Epithelial 1","C19orf33"
"IGFBP3",0,0.851877804969579,0.65,0.199,0,"Epithelial 1","IGFBP3"
"TMEM91",0,0.841953063815177,0.906,0.203,0,"Epithelial 1","TMEM91"
"CD70",0,0.837062370050115,0.817,0.141,0,"Epithelial 1","CD70"
"SLC16A3",0,0.83400102120269,0.805,0.182,0,"Epithelial 1","SLC16A3"
"NDRG1",0,0.830028986138495,0.792,0.267,0,"Epithelial 1","NDRG1"
"PLP2",0,0.824277506474603,0.829,0.187,0,"Epithelial 1","PLP2"
"PERP",0,0.82357502727422,0.806,0.15,0,"Epithelial 1","PERP"
"PFKP",0,0.807003485497455,0.802,0.184,0,"Epithelial 1","PFKP"
"TSPAN1",0,0.802841446191769,0.711,0.196,0,"Epithelial 1","TSPAN1"
"CLDN4",0,0.796474298385197,0.688,0.156,0,"Epithelial 1","CLDN4"
"PKM",0,0.794980210766272,0.855,0.265,0,"Epithelial 1","PKM"
"LGALS3",0,0.790700807023186,0.793,0.279,0,"Epithelial 1","LGALS3"
"CLU",0,0.782382862055225,0.782,0.264,0,"Epithelial 1","CLU"
"LY6E",0,0.780686323908446,0.827,0.289,0,"Epithelial 1","LY6E"
"SPP1",0,0.774860730055099,0.734,0.264,0,"Epithelial 1","SPP1"
"BNIP3",0,0.773484140105342,0.836,0.283,0,"Epithelial 1","BNIP3"
"ZFAS1",0,0.764774350790968,0.769,0.291,0,"Epithelial 1","ZFAS1"
"ATP1B1",0,0.758306510819627,0.776,0.259,0,"Epithelial 1","ATP1B1"
"TPI1",0,0.737510925203695,0.873,0.279,0,"Epithelial 1","TPI1"
"VEGFA",0,0.730774541325415,0.754,0.217,0,"Epithelial 1","VEGFA"
"MIF",0,0.72652402873903,0.882,0.288,0,"Epithelial 1","MIF"
"NOL3",0,0.726457441121416,0.767,0.221,0,"Epithelial 1","NOL3"
"SPINT2",0,0.726245039088219,0.803,0.222,0,"Epithelial 1","SPINT2"
"DUSP1",0,0.724813300782813,0.745,0.374,0,"Epithelial 1","DUSP1"
"TNFRSF12A",0,0.722839702271777,0.672,0.219,0,"Epithelial 1","TNFRSF12A"
"CA12",0,0.712509631562936,0.757,0.146,0,"Epithelial 1","CA12"
"ADSSL1",0,0.70056256178683,0.849,0.177,0,"Epithelial 1","ADSSL1"
"ERRFI1",0,0.698171473615398,0.778,0.24,0,"Epithelial 1","ERRFI1"
"GAPDH",0,0.694422662411899,0.887,0.276,0,"Epithelial 1","GAPDH"
"PDK4",0,0.656263727921758,0.764,0.309,0,"Epithelial 1","PDK4"
"CD68",0,0.656086369323055,0.874,0.172,0,"Epithelial 1","CD68"
"NPM1",0,0.652729335776814,0.837,0.298,0,"Epithelial 1","NPM1"
"CYR61",0,0.650898087876472,0.612,0.267,0,"Epithelial 1","CYR61"
"RETREG1",0,0.649134315238594,0.645,0.167,0,"Epithelial 1","RETREG1"
"TMSB10",0,0.640771796369674,0.877,0.395,0,"Epithelial 1","TMSB10"
"IL32",0,0.640371012061208,0.737,0.304,0,"Epithelial 1","IL32"
"EPB41L4A-AS1",0,0.637214452018968,0.68,0.279,0,"Epithelial 1","EPB41L4A-AS1"
"UBC",0,0.635568778820221,0.77,0.333,0,"Epithelial 1","UBC"
"TCEA3",0,0.634912122931424,0.739,0.208,0,"Epithelial 1","TCEA3"
"SERINC2",0,0.628913423342036,0.767,0.145,0,"Epithelial 1","SERINC2"
"KRT19",0,0.627606462036557,0.683,0.157,0,"Epithelial 1","KRT19"
"ATF3",0,0.622915488768013,0.689,0.322,0,"Epithelial 1","ATF3"
"RACK1",0,0.621713764830166,0.877,0.261,0,"Epithelial 1","RACK1"
"WFDC2",0,0.61684751839533,0.777,0.168,0,"Epithelial 1","WFDC2"
"PLOD2",0,0.613105732200475,0.666,0.147,0,"Epithelial 1","PLOD2"
"LINC02532",0,0.612958878968658,0.717,0.203,0,"Epithelial 1","LINC02532"
"MGST1",0,0.611096203301214,0.783,0.265,0,"Epithelial 1","MGST1"
"TMEM37",0,0.609439530807811,0.717,0.222,0,"Epithelial 1","TMEM37"
"HPCAL1",0,0.606278097970813,0.707,0.262,0,"Epithelial 1","HPCAL1"
"SLC6A13",0,0.606008205739462,0.785,0.233,0,"Epithelial 1","SLC6A13"
"CTSD",0,0.602031867522784,0.735,0.328,0,"Epithelial 1","CTSD"
"PGK1",0,0.599713924175658,0.781,0.322,0,"Epithelial 1","PGK1"
"VIM",0,0.595462587601794,0.822,0.455,0,"Epithelial 1","VIM"
"RPL41",0,0.595309192576248,0.89,0.221,0,"Epithelial 1","RPL41"
"RPS8",0,0.59351123943263,0.859,0.27,0,"Epithelial 1","RPS8"
"RPS14",0,0.592961612492894,0.886,0.231,0,"Epithelial 1","RPS14"
"CLDN7",0,0.592016048516239,0.758,0.139,0,"Epithelial 1","CLDN7"
"ANPEP",0,0.589211866213591,0.704,0.235,0,"Epithelial 1","ANPEP"
"ELF3",0,0.584593441832984,0.62,0.139,0,"Epithelial 1","ELF3"
"CDHR5",0,0.576264265332059,0.767,0.151,0,"Epithelial 1","CDHR5"
"CAPG",0,0.573574285214036,0.71,0.194,0,"Epithelial 1","CAPG"
"CES2",0,0.569466952630025,0.657,0.208,0,"Epithelial 1","CES2"
"SOD2",0,0.568737032774963,0.602,0.289,0,"Epithelial 1","SOD2"
"EGR1",0,0.56521909876494,0.692,0.323,0,"Epithelial 1","EGR1"
"S100A6",0,0.563480044458531,0.817,0.416,0,"Epithelial 1","S100A6"
"MDK",0,0.563373048627516,0.816,0.219,0,"Epithelial 1","MDK"
"GAL3ST1",0,0.557049795094777,0.639,0.133,0,"Epithelial 1","GAL3ST1"
"NUPR1",0,0.54802289600845,0.682,0.311,0,"Epithelial 1","NUPR1"
"CKB",0,0.541027886008591,0.68,0.226,0,"Epithelial 1","CKB"
"S100A1",0,0.540947979514892,0.733,0.226,0,"Epithelial 1","S100A1"
"ADM",0,0.5363011052088,0.623,0.271,0,"Epithelial 1","ADM"
"RPS2",0,0.530886141337961,0.832,0.341,0,"Epithelial 1","RPS2"
"RPL10",0,0.529662909107031,0.863,0.26,0,"Epithelial 1","RPL10"
"EZR",0,0.516804229239615,0.728,0.31,0,"Epithelial 1","EZR"
"HSP90AB1",0,0.516659893826781,0.676,0.37,0,"Epithelial 1","HSP90AB1"
"SLC3A1",0,0.504300929876986,0.624,0.246,0,"Epithelial 1","SLC3A1"
"GLRX",0,0.503617815634449,0.725,0.305,0,"Epithelial 1","GLRX"
"RGS5",0,3.55775310038963,0.971,0.035,0,"Fibroblast","RGS5"
"ACTA2",0,3.33175949693502,0.947,0.062,0,"Fibroblast","ACTA2"
"TAGLN",0,2.91422050433037,0.931,0.044,0,"Fibroblast","TAGLN"
"MYL9",0,2.5426579440904,0.977,0.115,0,"Fibroblast","MYL9"
"TPM2",0,2.21588572885748,0.958,0.047,0,"Fibroblast","TPM2"
"BGN",0,2.14688968978621,0.97,0.116,0,"Fibroblast","BGN"
"IGFBP7",0,2.0135030402071,0.985,0.256,0,"Fibroblast","IGFBP7"
"MGP",0,1.90754746406172,0.963,0.196,0,"Fibroblast","MGP"
"CALD1",0,1.88500963648325,0.979,0.277,0,"Fibroblast","CALD1"
"FRZB",0,1.6756433160472,0.936,0.035,0,"Fibroblast","FRZB"
"MAP1B",0,1.65274078432363,0.925,0.071,0,"Fibroblast","MAP1B"
"C11orf96",0,1.64177502118177,0.904,0.148,0,"Fibroblast","C11orf96"
"COL6A2",0,1.59856869456385,0.913,0.066,0,"Fibroblast","COL6A2"
"ID3",0,1.59814604286329,0.904,0.254,0,"Fibroblast","ID3"
"CPE",0,1.59422872338301,0.913,0.138,0,"Fibroblast","CPE"
"LHFPL6",0,1.55938882642973,0.928,0.102,0,"Fibroblast","LHFPL6"
"MFGE8",0,1.53147494517649,0.923,0.078,0,"Fibroblast","MFGE8"
"TPPP3",0,1.51538615299738,0.873,0.02,0,"Fibroblast","TPPP3"
"PLAC9",0,1.48847069779688,0.915,0.046,0,"Fibroblast","PLAC9"
"COL1A2",0,1.464023611259,0.865,0.016,0,"Fibroblast","COL1A2"
"PHLDA1",0,1.45311584096473,0.902,0.222,0,"Fibroblast","PHLDA1"
"PLN",0,1.44621992801831,0.888,0.011,0,"Fibroblast","PLN"
"SOD3",0,1.42046310411014,0.909,0.138,0,"Fibroblast","SOD3"
"CRIP1",0,1.41483498127689,0.917,0.133,0,"Fibroblast","CRIP1"
"FILIP1L",0,1.4040337121891,0.925,0.048,0,"Fibroblast","FILIP1L"
"TIMP1",0,1.39054152452371,0.858,0.404,0,"Fibroblast","TIMP1"
"SPARCL1",0,1.37645177880253,0.894,0.159,0,"Fibroblast","SPARCL1"
"THY1",0,1.37112899537362,0.733,0.166,0,"Fibroblast","THY1"
"GJA4",0,1.36545283501349,0.864,0.081,0,"Fibroblast","GJA4"
"ACTB",0,1.31503670275172,0.943,0.349,0,"Fibroblast","ACTB"
"ID4",0,1.28782698169615,0.86,0.181,0,"Fibroblast","ID4"
"RGS16",0,1.24259185173683,0.74,0.052,0,"Fibroblast","RGS16"
"PPP1R14A",0,1.21975079644835,0.877,0.078,0,"Fibroblast","PPP1R14A"
"CRISPLD2",0,1.20469552185181,0.852,0.025,0,"Fibroblast","CRISPLD2"
"COL18A1",0,1.19904001511451,0.856,0.244,0,"Fibroblast","COL18A1"
"TMSB4X",0,1.19798367662449,0.976,0.318,0,"Fibroblast","TMSB4X"
"TPM4",0,1.192714902141,0.869,0.204,0,"Fibroblast","TPM4"
"MYH11",0,1.19267185067582,0.814,0.015,0,"Fibroblast","MYH11"
"MYLK",0,1.18894945814597,0.86,0.134,0,"Fibroblast","MYLK"
"CTGF",0,1.18375416564103,0.917,0.137,0,"Fibroblast","CTGF"
"NOTCH3",0,1.18285854777402,0.906,0.013,0,"Fibroblast","NOTCH3"
"SPARC",0,1.14929366872304,0.923,0.264,0,"Fibroblast","SPARC"
"PDGFRB",0,1.11751119213599,0.86,0.012,0,"Fibroblast","PDGFRB"
"JUNB",0,1.08945237815887,0.827,0.412,0,"Fibroblast","JUNB"
"DSTN",0,1.08004575202176,0.903,0.383,0,"Fibroblast","DSTN"
"CPM",0,1.05299610691118,0.83,0.136,0,"Fibroblast","CPM"
"TINAGL1",0,1.04886456749661,0.889,0.257,0,"Fibroblast","TINAGL1"
"RASD1",0,1.03935426365582,0.797,0.109,0,"Fibroblast","RASD1"
"COL1A1",0,1.01855639621074,0.664,0.028,0,"Fibroblast","COL1A1"
"SEPT7",0,1.00977562738325,0.9,0.377,0,"Fibroblast","SEPT7"
"FOS",0,0.999272787868825,0.805,0.398,0,"Fibroblast","FOS"
"COL3A1",0,0.959172387750815,0.749,0.055,0,"Fibroblast","COL3A1"
"CSRP2",0,0.953867559096597,0.8,0.227,0,"Fibroblast","CSRP2"
"CST3",0,0.950947167649791,0.912,0.391,0,"Fibroblast","CST3"
"PALLD",0,0.944983099454381,0.892,0.078,0,"Fibroblast","PALLD"
"CD36",0,0.941036847664746,0.65,0.036,0,"Fibroblast","CD36"
"CSRP1",0,0.922905921858383,0.79,0.181,0,"Fibroblast","CSRP1"
"FN1",0,0.915118455068019,0.767,0.147,0,"Fibroblast","FN1"
"ARHGDIB",0,0.914386266973891,0.846,0.213,0,"Fibroblast","ARHGDIB"
"ADAMTS1",0,0.906478653210571,0.802,0.183,0,"Fibroblast","ADAMTS1"
"COX4I2",0,0.901071679394488,0.73,0.018,0,"Fibroblast","COX4I2"
"CEBPD",0,0.893444673262777,0.8,0.4,0,"Fibroblast","CEBPD"
"MCAM",0,0.886698579665496,0.8,0.091,0,"Fibroblast","MCAM"
"ARID5B",0,0.862518888517277,0.821,0.35,0,"Fibroblast","ARID5B"
"PTMA",0,0.855769604395344,0.966,0.366,0,"Fibroblast","PTMA"
"FILIP1",0,0.850060413510582,0.796,0.068,0,"Fibroblast","FILIP1"
"HIGD1B",0,0.845871168020866,0.713,0.01,0,"Fibroblast","HIGD1B"
"GEM",0,0.834872450474369,0.728,0.232,0,"Fibroblast","GEM"
"GSN",0,0.834240164148446,0.906,0.274,0,"Fibroblast","GSN"
"MAP3K7CL",0,0.82829320616523,0.807,0.152,0,"Fibroblast","MAP3K7CL"
"ISYNA1",0,0.827550217027738,0.842,0.066,0,"Fibroblast","ISYNA1"
"CYGB",0,0.82228107051214,0.646,0.014,0,"Fibroblast","CYGB"
"SEPT4",0,0.812192173728394,0.778,0.033,0,"Fibroblast","SEPT4"
"COL4A2",0,0.810408497845337,0.735,0.212,0,"Fibroblast","COL4A2"
"NR4A1",0,0.806351149253678,0.747,0.244,0,"Fibroblast","NR4A1"
"MTHFD2",0,0.800101571862798,0.894,0.033,0,"Fibroblast","MTHFD2"
"CYTOR",0,0.796124908279797,0.762,0.278,0,"Fibroblast","CYTOR"
"TGFB1I1",0,0.794718877116927,0.794,0.136,0,"Fibroblast","TGFB1I1"
"HES4",0,0.784895332646256,0.783,0.275,0,"Fibroblast","HES4"
"MEF2C",0,0.783563084984916,0.768,0.167,0,"Fibroblast","MEF2C"
"NEXN",0,0.781521695769729,0.922,0.011,0,"Fibroblast","NEXN"
"S100A4",0,0.777570931688447,0.525,0.217,0,"Fibroblast","S100A4"
"ADAMTS4",0,0.770515392936082,0.675,0.046,0,"Fibroblast","ADAMTS4"
"LGALS1",0,0.769265673390828,0.928,0.408,0,"Fibroblast","LGALS1"
"NR4A2",0,0.759524544665126,0.669,0.11,0,"Fibroblast","NR4A2"
"ITGB1",0,0.738853969524416,0.862,0.35,0,"Fibroblast","ITGB1"
"PPP1R12A",0,0.737490829595742,0.755,0.216,0,"Fibroblast","PPP1R12A"
"ITM2C",0,0.724762072149423,0.753,0.099,0,"Fibroblast","ITM2C"
"RCAN2",0,0.723813693869731,0.807,0.13,0,"Fibroblast","RCAN2"
"ACTN1",0,0.717827322318994,0.801,0.193,0,"Fibroblast","ACTN1"
"GADD45B",0,0.713938249823926,0.754,0.424,0,"Fibroblast","GADD45B"
"PDLIM3",0,0.711722658968201,0.856,0.034,0,"Fibroblast","PDLIM3"
"CCDC102B",0,0.706939541954605,0.757,0.044,0,"Fibroblast","CCDC102B"
"FLNA",0,0.702574483419289,0.762,0.223,0,"Fibroblast","FLNA"
"LBH",0,0.690759764784753,0.738,0.139,0,"Fibroblast","LBH"
"SDC2",0,0.690363321464734,0.741,0.235,0,"Fibroblast","SDC2"
"CAV1",0,0.687884170657171,0.772,0.377,0,"Fibroblast","CAV1"
"EPS8",0,0.687608146389588,0.777,0.272,0,"Fibroblast","EPS8"
"ATP1B3",0,0.680841504372201,0.695,0.27,0,"Fibroblast","ATP1B3"
"MIR4435-2HG",0,0.678569087861282,0.731,0.23,0,"Fibroblast","MIR4435-2HG"
"LMNA",0,0.670793250703592,0.827,0.419,0,"Fibroblast","LMNA"
"PRSS23",0,0.668671038714107,0.717,0.239,0,"Fibroblast","PRSS23"
"SLIT3",0,0.667058611190279,0.776,0.009,0,"Fibroblast","SLIT3"
"KCNE4",0,0.661802922831918,0.721,0.016,0,"Fibroblast","KCNE4"
"TPM1",0,0.66141683518402,0.804,0.44,0,"Fibroblast","TPM1"
"DKK3",0,0.659828808313994,0.735,0.103,0,"Fibroblast","DKK3"
"PLXDC1",0,0.656346129132116,0.68,0.01,0,"Fibroblast","PLXDC1"
"TACC1",0,0.656335982997151,0.799,0.303,0,"Fibroblast","TACC1"
"CAVIN1",0,0.652756406871853,0.778,0.341,0,"Fibroblast","CAVIN1"
"SRGN",0,0.652191683724634,0.774,0.213,0,"Fibroblast","SRGN"
"MAP3K20",0,0.641437443162122,0.784,0.103,0,"Fibroblast","MAP3K20"
"ISG15",0,0.638561543373186,0.645,0.245,0,"Fibroblast","ISG15"
"OAZ2",0,0.636859261810921,0.756,0.29,0,"Fibroblast","OAZ2"
"PTK2",0,0.628007624730711,0.755,0.16,0,"Fibroblast","PTK2"
"COL6A1",0,0.626731404020648,0.72,0.102,0,"Fibroblast","COL6A1"
"COL4A1",0,0.61871950195761,0.668,0.209,0,"Fibroblast","COL4A1"
"PPP1R15A",0,0.618365250764714,0.76,0.424,0,"Fibroblast","PPP1R15A"
"COX7A1",0,0.614557629230798,0.734,0.27,0,"Fibroblast","COX7A1"
"BTG2",0,0.608797548331557,0.658,0.334,0,"Fibroblast","BTG2"
"CNN1",0,0.608604518442726,0.82,0.005,0,"Fibroblast","CNN1"
"OLFML2B",0,0.6081271705059,0.822,0.004,0,"Fibroblast","OLFML2B"
"SELENOM",0,0.597716401091551,0.773,0.402,0,"Fibroblast","SELENOM"
"GUCY1A1",0,0.591793251281664,0.726,0.158,0,"Fibroblast","GUCY1A1"
"EBF1",0,0.588361431209766,0.703,0.067,0,"Fibroblast","EBF1"
"JAG1",0,0.586446851879429,0.719,0.169,0,"Fibroblast","JAG1"
"KCNJ8",0,0.586107637844196,0.679,0.008,0,"Fibroblast","KCNJ8"
"FOXC2",0,0.584843752441454,0.693,0.094,0,"Fibroblast","FOXC2"
"ZFP36",0,0.582917790254336,0.694,0.416,0,"Fibroblast","ZFP36"
"MYH9",0,0.576034437145226,0.752,0.28,0,"Fibroblast","MYH9"
"PGF",0,0.574516334475084,0.725,0.308,0,"Fibroblast","PGF"
"NR2F2",0,0.572768182564818,0.721,0.247,0,"Fibroblast","NR2F2"
"MT1A",0,0.571883523913697,0.616,0.149,0,"Fibroblast","MT1A"
"ANXA6",0,0.569154663903096,0.665,0.151,0,"Fibroblast","ANXA6"
"ITGA1",0,0.566280677007681,0.668,0.179,0,"Fibroblast","ITGA1"
"ID1",0,0.565634289486547,0.715,0.315,0,"Fibroblast","ID1"
"NUDT4",0,0.563687433785574,0.717,0.257,0,"Fibroblast","NUDT4"
"LGALS3BP",0,0.561697314427023,0.761,0.389,0,"Fibroblast","LGALS3BP"
"NES",0,0.560151298383586,0.785,0.094,0,"Fibroblast","NES"
"ANGPT2",0,0.554917617257728,0.629,0.072,0,"Fibroblast","ANGPT2"
"PPP1R12B",0,0.550941533496635,0.823,0.054,0,"Fibroblast","PPP1R12B"
"KLHL23",0,0.547836133337006,0.746,0.026,0,"Fibroblast","KLHL23"
"FBXO32",0,0.54225407513269,0.737,0.037,0,"Fibroblast","FBXO32"
"PTP4A3",0,0.541504823783508,0.603,0.088,0,"Fibroblast","PTP4A3"
"EFHD1",0,0.539654174937058,0.736,0.117,0,"Fibroblast","EFHD1"
"B2M",0,0.535913694106818,0.941,0.415,0,"Fibroblast","B2M"
"FHL5",0,0.526809138266933,0.859,0.005,0,"Fibroblast","FHL5"
"FABP5",0,0.526581096459988,0.594,0.157,0,"Fibroblast","FABP5"
"EHD2",0,0.523194581256275,0.676,0.235,0,"Fibroblast","EHD2"
"LGI4",0,0.521139053117108,0.809,0.049,0,"Fibroblast","LGI4"
